date,CATEGORIE,autre,pages_produits,brand_or_content,total
2025-02-11 11:07:43,401,1,9295,461,10158
2025-02-11 11:08:08,401,1,9295,461,10158
2025-02-11 11:10:07,401,1,9295,461,10158
2025-02-11 11:17:40,401,1,9295,461,10158
2025-02-11 11:17:48,401,1,9295,461,10158
